name,price,price_reduced,place,guests,bedrooms,beds,bathrooms,lat,lng,nr_of_ratings,rating_overall,rating_valueformoney,rating_location,rating_checkin,rating_communication,rating_cleanliness,rating_data_accuracy,comments,list_ameneties
Cozy Studio in Zürich-City!,58 CHF ,,"Zürich, Schweiz",1 Gast,Studio,1 Bett,1 Badezimmer,47.36401,8.55047,5 Bewertungen,"4,80 ·","4,2","5,0","4,6","5,0","4,6","5,0","['This studio is in the Center and you can access easily any point by transports. Coffee in the surroundings, restaurant by few mins walking. I recommend.', 'Habitación acogedora en una ubicación privilegiada. Sandy es atenta y amable. No dudaría en volver a hospedarme allí si lo necesitara.', 'I spent 2 weeks at Sandy’s apartment, and everything was good. She bought for me a water boiler, nice gesture.', 'Totalmente recomendable, Sandy me ha ayudado de una forma muy rápida y dinámica, antes y durante mi estancia en el apartamento', 'Cute flat and very well located in Zurich. 5 minutes walk from the lake and 10mins from the center.\n\nSandy is a great host and would definitely recommend if staying a couple of days for work or visiting Zurich, friends or family.\nMehr anzeigen']","['Waschmaschine', 'Trockner', 'Grundausstattung', 'Kleiderbügel', 'Bügeleisen', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Kaffeemaschine', 'Terrasse oder Balkon', 'Aufzug', 'Begrüßung durch Gastgeber']"
leider die Wohnung ist nicht verfügbar,64 CHF ,,"Zürich, Schweiz",2 Gäste,Studio,1 Bett,0 Badezimmer,47.426,8.5449,,Neu,,,,,,,[],"['Waschmaschine', 'Arbeitsplatz', 'Küche', 'Kostenloser Parkplatz auf dem Grundstück']"
Schöne Wohnung,70 CHF ,,"Oberglatt, Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.47608,8.50733,21 Bewertungen,"4,76 ·","4,6","4,6","4,7","4,4","4,6","4,8","['War alles gut', 'Super Angebot\nTop Lage\nEinkaufszentren 50 m', 'alles super', 'ótimo lugar, o anfitrião bem atencioso. próximo ao aeroporto.', 'Alles war gut', 'Toller Gastgeber', 'War alles gut', 'Super Angebot\nTop Lage\nEinkaufszentren 50 m', 'alles super', 'tolle Unterkunft, sehr aufmerksamer Gastgeber, in der Nähe des Flughafens.', 'Toller Ort!']","['Badewanne', 'Außendusche', 'TV', 'Heizung', 'WLAN', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Kostenloser Parkplatz auf dem Grundstück']"
Gemütliche Wohnung,68 CHF ,,"Zürich, Schweiz",3 Gäste,1 Schlafzimmer,2 Betten,1 Badezimmer,47.414,8.5207,7 Bewertungen,"4,71 ·","4,7","4,6","5,0","4,7","4,7","5,0","['Ganze wohnung zu verfügung, alles was man braucht. Sauber', 'Flat of Jasmin is very well, I recommended everything was perfect. Thank you so much.:)', 'House is near to bus stop and all the Instructions given by Jasmin were very clear. Overall its a good place.', 'Good choice', '-', 'Unterkunft war sauber, jedoch war der Geruch zu Beginn etwas unangenehm.', 'Ganze wohnung zu verfügung, alles was man braucht. Sauber', 'Die Wohnung von Jasmin ist sehr gut, ich empfehle, dass alles perfekt war. Vielen Dank.:)', 'Das Haus befindet sich in der Nähe der Bushaltestelle und alle Anweisungen von Jasmin waren sehr klar. Insgesamt ist es ein guter Ort.', 'Gute Wahl', '-', 'Ein komfortables und gut ausgestattetes AirBnB. Auch sehr sauber.']","['Badewanne', 'Föhn', 'Reinigungsprodukte', 'Seife oder Duschgel', 'Duschgel', 'Waschmaschine\xa0– im Gebäude: Kostenlos', 'Trockner\xa0– im Gebäude', 'Grundausstattung', 'TV', 'Tragbarer Heizkörper', 'Rauchmelder', 'WLAN', 'Arbeitsplatz', 'Küche', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Kaffeemaschine: Nespresso-Maschine', 'Kostenlose Parkplätze an der Straße', 'Kostenpflichtige Parkplätze auf dem Gelände', 'Haustiere erlaubt', 'Gepäck kann abgestellt werden', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Schlüsselbox']"
Modernes Studio Zürich,75 CHF ,60 CHF ,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.4099,8.53536,,Neu,,,,,,,[],"['Waschmaschine', 'Bügeleisen', 'Klimaanlage', 'Rauchmelder', 'Kohlenmonoxidmelder', 'Feuerlöscher', 'Erste-Hilfe-Set', 'WLAN', 'Kühlschrank', 'Geschirr und Besteck', 'Kaffeemaschine', 'Kostenloser Parkplatz auf dem Grundstück']"
Kleines hübsches Zimmer in ZH mit Gärtli,69 CHF ,61 CHF ,"Zürich, ZH, Schweiz",2 Gäste,1 Schlafzimmer,2 Betten,"1,5 Bäder",47.34323,8.52305,63 Bewertungen,"4,86 ·","4,8","4,6","4,9","4,9","4,9","4,9","['Ich hatte schöne und stille Tage am Rande der lebendigen Stadt. Und gleichzeitig gute öffentliche Verbindung ins Zentrum.', 'Ein schön eingerichtetes Zimmer in einer ruhigen Gegend mit einer lieben Gastgeberin und ihrem zutraulichen Kater.', 'Sehr freundliche Gastgeberin in gemütlichem Zuhause.', 'Check In, Kommunikation, Zimmer, Sauberkeit: Alles top!\nSehr gute Gastgeberin!\nKomme gerne wieder', 'I war eine Woche bei Bettina, hübsche Zimmer in einem kleinen Haus mit Garten.\nIch habe sogar die Hecke geschnitten... Ihr werdet es geniessen.', 'Ich war geschäftlich in Zürich unterwegs und das Airbnb lag in der Nähe meines Arbeitsortes. Mein Aufenthalt war sehr erholsam. Dazu beigetragen hat die Gastfreundschaft der Gastgeberin sowie die idyllische Umgebung.', 'Ich hatte schöne und stille Tage am Rande der lebendigen Stadt. Und gleichzeitig gute öffentliche Verbindung ins Zentrum.', 'Ein schön eingerichtetes Zimmer in einer ruhigen Gegend mit einer lieben Gastgeberin und ihrem zutraulichen Kater.', 'Sehr freundliche Gastgeberin in gemütlichem Zuhause.', 'Check In, Kommunikation, Zimmer, Sauberkeit: Alles top!\nSehr gute Gastgeberin!\nKomme gerne wieder', 'Bettinas Haus ist wirklich ganz entzückend! Eine kleine Air bnb Oase .... Ich würde sofort selbst in das symphatische Häuschen einziehen.\n\nBettina ist offen und sympathisch und ganz unkompliziert. Ich durfte sogar einfach den wundervollen Garten mit benutzen.\n\nDas Zimmer ist ruhig und das Bett bequem.\n\nDer lustige Kater trägt auch dazu bei, dass man sich schnell Heimelig fühlt.\n\nHerzlichen Dank für die Gastfreundschaft ;-)']","['Hofblick', 'Blick in den Garten', 'Badewanne', 'Föhn', 'Shampoo', 'Warmwasser', 'Waschmaschine', 'Trockner', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Bügeleisen', 'Kinderbücher und Spielzeug', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Kühlschrank', 'Geschirr und Besteck', 'Ge\xadschirr\xadspül\xadma\xadschi\xadne', 'Kaffeemaschine', 'Gemeinsam genutzt Innenhof oder Balkon', 'Privater Garten\xa0– Komplett umzäunt', 'Grill', 'Kostenpflichtiger Parkplatz außerhalb des Grundstücks', 'Gepäck kann abgestellt werden', 'Langzeitaufenthalte sind möglich']"
Studio-Wohnung in Wiedikon Zürich,73 CHF ,,,2 Gäste,Studio,1 Bett,1 Badezimmer,47.3714,8.51115,,,,,,,,,[],"['Shampoo', 'Waschmaschine', 'Grundausstattung', 'Kleiderbügel', 'TV', 'Heizung', 'Rauchmelder', 'Feuerlöscher', 'WLAN', 'Arbeitsplatz', 'Küche', 'Essbereich im Freien', 'Kostenloser Parkplatz auf dem Grundstück']"
Komfortables Studio am See,60 CHF ,53 CHF ,"Horgen, Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.26129,8.59896,96 Bewertungen,"4,46 ·","4,5","4,8","5,0","4,8","4,6","4,8","['Sehr gute Lage am Bahnhof und See. Einkaufen in der Nähe. Einfache Ausstattung.', 'Mir war nicht klar dass es eine Kellerwohnung ohne Fenster ist. Sonst perfekt! Gute Ausstattung, sehr gute Kommunikation mit Linus!', 'Wenn man sich Zürich und Umgebung anschauen will, ist die Unterkunft super geeignet! Man ist in 3 Gehminuten am Bahnhof und dann in 10 Minuten in der Stadt. Besonders gut hat uns auch die Kommunikation mit dem Gastgeber gefallen, der gut zu erreichen war und sofort weitergeholfen hat!', 'ist für einige Tage ok', 'Gemütliches Studio im Tiefparterre mit allen Basics die man so braucht. Die Lage ist perfekt, man hat unzählige Freizeitmöglichkeiten. Linus antwortet immer sofort. Sehr zu empfehlen, wenn man eine einfache, günstige Unterkunft in dieser wunderschönen Gegend sucht😊.', 'Die Aufenthalt war wunderbar. Es hat alles gepasst.', 'Sehr gute Lage am Bahnhof und See. Einkaufen in der Nähe. Einfache Ausstattung.', 'Mir war nicht klar dass es eine Kellerwohnung ohne Fenster ist. Sonst perfekt! Gute Ausstattung, sehr gute Kommunikation mit Linus!', 'Liebe Anna,\nVielen Dank für Dein Feedback, es freut mich dass es Dir gefallen hat!\n\nFür zukünftige Gäste könnte der Kommentar bzgl. ""Kellerwohnung ohne Fenster"" etwas verwirrend sein, daher möchte ich kurz erläutern:\nWie aus der Beschreibung hervorgeht, und auch auf den Fotos ersichtlich ist, liegt die Wohnung grundsätzlich im Erdgeschoss (eine ca 20cm Stufe muss man dann im Eingang tatsächlich runter gehen). Fenster gibt es, wie ebenfalls auf den Fotos ersichtlich, auch. Diese sind aber natürlich im Stil vom alten Gebäude (und nicht etwa vom Boden bis zur Decke, wie in manchen modernen Beton-Glas-Konstruktionen der Fall ist).\n\nViele Grüsse,\nLinus', 'Wenn man sich Zürich und Umgebung anschauen will, ist die Unterkunft super geeignet! Man ist in 3 Gehminuten am Bahnhof und dann in 10 Minuten in der Stadt. Besonders gut hat uns auch die Kommunikation mit dem Gastgeber gefallen, der gut zu erreichen war und sofort weitergeholfen hat!', 'ist für einige Tage ok', 'Nette, einfache 1-Zimmer Wohnung, die für unseren Kurzurlaub optimal war. Guter Ausgangspunkt für Ausflüge nach Zürich, Zug und Luzern. Die nahe Bahn war natürlich zu hören, hat uns aber nicht gestört. Die Kommunikation mit Linus und der Check-In waren spitze!!']","['Föhn', 'Warmwasser', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Aufbewahrung von Kleidung: Kommode', 'Heizung', 'Überwachungskameras auf dem Grundstück', 'Rauchmelder', 'Kohlenmonoxidmelder', 'WLAN', 'Küche', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Minikühlschrank', 'Herd', 'Ofen', 'Kaffeemaschine', 'Esstisch', 'Zugang zum Strand', 'Zugang zum See', 'Privater Eingang', 'Gemeinsam genutzt Innenhof oder Balkon', 'Gemeinsam genutzter Garten\xa0– Nicht komplett umzäunt', 'Gartenmöbel', 'Essbereich im Freien', 'Grill', 'Kostenlose Parkplätze an der Straße', 'Kostenpflichtiges Parkhaus außerhalb des Grundstücks', 'Unterkunft auf nur einer Ebene', 'Gepäck kann abgestellt werden', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Reinigung während des Aufenthalts möglich', 'Schlüsselbox']"
Schöne Wohnung Dietikon,70 CHF ,,"Dietikon, Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.40729,8.39723,,Neu,,,,,,,"['Ömer ist ein lieber Gastgeber, der sich sehr um uns gekümmert hat. Die Kommunikation im Vorfeld war super, die Wohnung ist groß und sauber. Alles was benötigt wird, ist da - eigentlich sogar noch mehr.\nFür den nächsten Trip in die Schweiz werden wir gerne wieder buchen, besten Dank von unserer Seite :)\nMehr anzeigen']","['Waschmaschine', 'Trockner\xa0– im Gebäude: Kostenpflichtig', 'Heizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Geschirr und Besteck', 'Privat Innenhof oder Balkon', 'Kostenpflichtige Parkplätze auf dem Gelände']"
25m2 quiet Studio in Zürich (K11),69 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.40812,8.52532,154 Bewertungen,"4,94 ·","4,9","4,9","4,9","5,0","5,0","5,0","['Ruhige Gegend und Ruhiges Studio nicht weit vom Hauptbahnhof Zürich. Herzhafte Gastgeberin. Sehr zu empfehlen.', 'Unterkunft war in Ordnung.', 'Schön und gemütlich eingerichtet. Ruhig.', 'Die Unterkunft liegt direkt am Hang des Käferberges. Sie hat alles, was man soweit für einen Aufenthalt benötigt. Ich war für einen Langzeitaufenthalt von einem Monat vor Ort. Das Internet ist super - ich konnte gute Videotelefonien ohne Probleme machen. Grazyna ist eine wunderbare Gastgeberin zusammen mit Ihrer kleinen Hündin. Sie antwortet sehr schnell und ist immer hilfsbereit und für jede Frage offen. Ich würde jederzeit das AirBnB wieder buchen - wird nicht mein letzter Aufenthalt gewesen sein. Auf jeden Fall empfehlenswert!', 'Grazyna ist eine wirklich sehr gastfreundliche Vermieterin. Sie beantwortet jegliche Fragen sehr schnell und hat mich immer unterstützt als ich Hilfe benötigt habe. Ich habe mich gleich wie zu Hause gefühlt. Sehr zu empfehlen.', 'Ich hatte einen sehr guten Aufenthalt. Die Airbnb ist ausreichend ausgestattet für ein paar Nächte in Zürich. Die Gegend ist ruhig. Grazyna ist eine sehr nette zuvorkommende Gastgeberin. Kann die Airbnb weiterempfehlen.', 'Ruhige Gegend und Ruhiges Studio nicht weit vom Hauptbahnhof Zürich. Herzhafte Gastgeberin. Sehr zu empfehlen.', 'Unterkunft war in Ordnung.', 'Schön und gemütlich eingerichtet. Ruhig.', 'Die Unterkunft liegt direkt am Hang des Käferberges. Sie hat alles, was man soweit für einen Aufenthalt benötigt. Ich war für einen Langzeitaufenthalt von einem Monat vor Ort. Das Internet ist super - ich konnte gute Videotelefonien ohne Probleme machen. Grazyna ist eine wunderbare Gastgeberin zusammen mit Ihrer kleinen Hündin. Sie antwortet sehr schnell und ist immer hilfsbereit und für jede Frage offen. Ich würde jederzeit das AirBnB wieder buchen - wird nicht mein letzter Aufenthalt gewesen sein. Auf jeden Fall empfehlenswert!', 'Das Appartement ist perfekt für kurze Aufenthalte im schönen Zürich. Alles ist sehr sauber und es hat alles, was man braucht. In der Küche gibt es Salz und Pfeffer, weitere Lebensmittel müssen mitgebracht werden (wie z.B. Öl). Die Steckdosen können auch mit deutschen Steckern verwendet werden. Grazyna ist super nett und sehr aufgeschlossen. Ich habe mich wohl gefühlt und kann die Unterkunft für 1-2 Personen sehr weiterempfehlen.', 'Bügeleisen mit dem Bügelbrett befindet sich in dem Zimmer nebenan. Nur fragen oder schreiben. In dem Studio nämlich wäre nicht gut auf dem Ess/Arbeit Tisch zu bügeln da der schnell beschädigt könnte sein. Sorry']","['Blick in den Garten', 'Föhn', 'Shampoo', 'Warmwasser', 'Duschgel', 'Waschmaschine\xa0– in der Anlage: Kostenpflichtig', 'Trockner\xa0– im Gebäude: Kostenpflichtig', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Bügeleisen', 'Wäscheständer für Kleidung', 'Aufbewahrung von Kleidung: Kleiderschrank und Kommode', 'Ethernet-Verbindung', 'Babybett', 'Reisebett für Kinder', 'Kinderbücher und -spielzeug für die Altersklassen 2\xa0bis 5\xa0Jahre alt', 'Hochstuhl', 'Zentralheizung', 'Erste-Hilfe-Set', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank von Fust Schweiz', 'Mikrowelle', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Herd', 'Wasserkocher', 'Kaffeemaschine', 'Weingläser', 'Toaster', 'Esstisch', 'Privater Eingang', 'Privat Innenhof oder Balkon', 'Privater Garten\xa0– Komplett umzäunt', 'Gartenmöbel', 'Essbereich im Freien', 'Grill', 'Kostenlose Parkplätze an der Straße', 'Sauna: privat', 'Kostenpflichtiger Parkplatz außerhalb des Grundstücks', 'Kostenpflichtige Parkplätze auf dem Gelände', 'Unterkunft auf nur einer Ebene', 'Haustiere erlaubt', 'Gepäck kann abgestellt werden', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Schlüsselbox', 'Reinigung während des Aufenthalts möglich']"
"Speziell & sonnig, nur 10min bis HB Zürich &Flughafen",79 CHF ,,"Wallisellen, Zürich, Schweiz",3 Gäste,1 Schlafzimmer,2 Betten,1 Badezimmer,47.41037,8.59406,27 Bewertungen,"5,0 ·",,,,,,,"['Olgas Wohnung ist sehr komfortabel, sauber und super ausgestattet. Sie ist eine tolle Gastgeberin - sie antwortete schnell und fragte nach wie es uns geht. Alles ist top organisiert. Wir hatten einen tollen Aufenthalt und können Olgas Wohnung sehr empfehlen!', 'Sehr sonnige, große und moderne Wohnung mit großem Balkon. Hat Spaß gemacht von dort aus die Stadt zu entdecken. Man fühlt sich von Anfang an wohl!', 'Geniale Lage, nahe und schnelle Anbindung, um die Stadt kennenzulernen ( S-Bahn fast vor der Tür), saubere, große, ruhige und gemütliche Wohnung, klasse Kommunikation ( freundlich, schnell und unkompliziert). Danke liebe Olga, wir haben die Zeit sehr genossen.', 'Die Wohnung ist sehr schön und geräumig so dass man sich auf anhieb wohl fühlt.\nDas Quartier ist ruhig und sehr zentral gelegen, Zürich HB ist innerhalb von 10min erreichbar.\nIch würde jederzeit wieder Olgas Wohnung buchen und sie jedem weiterempfehlen.', 'Olga war immer zuvorkommen und sehr nett. Die Wohnung ist einfach schön! Tolle Lage!', 'Super Unterkunft, top Lage!\nHabe mich wie zuhause gefühlt. Sehr großzügige Wohnung', 'Olgas Wohnung ist sehr komfortabel, sauber und super ausgestattet. Sie ist eine tolle Gastgeberin - sie antwortete schnell und fragte nach wie es uns geht. Alles ist top organisiert. Wir hatten einen tollen Aufenthalt und können Olgas Wohnung sehr empfehlen!', 'Sehr sonnige, große und moderne Wohnung mit großem Balkon. Hat Spaß gemacht von dort aus die Stadt zu entdecken. Man fühlt sich von Anfang an wohl!', 'Geniale Lage, nahe und schnelle Anbindung, um die Stadt kennenzulernen ( S-Bahn fast vor der Tür), saubere, große, ruhige und gemütliche Wohnung, klasse Kommunikation ( freundlich, schnell und unkompliziert). Danke liebe Olga, wir haben die Zeit sehr genossen.', 'Vielen Dank, Liebe Gaby, es freut mich, dass ihr es schön hattet. LG, Olga', 'Die Wohnung ist sehr schön und geräumig so dass man sich auf anhieb wohl fühlt.\nDas Quartier ist ruhig und sehr zentral gelegen, Zürich HB ist innerhalb von 10min erreichbar.\nIch würde jederzeit wieder Olgas Wohnung buchen und sie jedem weiterempfehlen.', 'Olga hat eine sehr schöne Wohnung, sie ist riesig und angenehm zu bedienen. Die Annehmlichkeiten im Apartment sind zahlreich. Die Lage ist in der Tat perfekt, um nach Zürich HB zu fahren, da der Bahnhof Wallisellen sehr nah zu Fuß ist. Insgesamt war es ein sehr angenehmer Aufenthalt für uns alle!', 'Vielen Dank für Ihre Rückmeldung, Anthony. Ich hoffe, dich wieder aufnehmen zu können. Viele Grüße']","['Föhn', 'Shampoo', 'Conditioner', 'Seife oder Duschgel', 'Warmwasser', 'Duschgel', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Abdunklung', 'Bügeleisen', 'Wäscheständer für Kleidung', 'Soundsystem', 'Kinderbücher und Spielzeug', 'Hochstuhl', 'Kindergeschirr', 'Gesicherte Fenster', 'Steckdosen-Sicherungen', 'Brettspiele', 'Empfehlungen für Babysitter', 'Klimaanlage', 'Heizung', 'Rauchmelder', 'Feuerlöscher', 'WLAN', 'Küche', 'Kühlschrank', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Ge\xadschirr\xadspül\xadma\xadschi\xadne', 'Herd', 'Ofen', 'Wasserkocher', 'Kaffeemaschine: Pour-Over-Filterkaffeebereiter', 'Weingläser', 'Toaster', 'Backblech', 'Reiskocher', 'Kaffee', 'Esstisch', 'Terrasse oder Balkon', 'Essbereich im Freien', 'Kostenlose Parkplätze an der Straße', 'Aufzug', 'Unterkunft auf nur einer Ebene', 'Gepäck kann abgestellt werden', 'Morgenessen', 'Rauchen erlaubt', 'Langzeitaufenthalte sind möglich', 'Eigenständiger Check-in', 'Schlüsselbox']"
"Komfortable, farbenfrohe Wohnung!",83 CHF ,,"Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.40317,8.55491,5 Bewertungen,"5,0 ·","5,0","5,0","5,0","5,0","5,0","5,0","[',\n · Last-minute-reise\nIch habe eine Woche übernachtet und eine tolle Zeit verbracht !! Wie mein eigenes Zuhause.\nAntonio ist sehr nett und freundlich und immer erreichbar, wenn man es braucht. Die Wohnung ist sehr schön und komfortabel…\nIch würde definitiv wiederkommen, ohne darüber nachzudenken!\nEinfach ausgedrückt…Fabelhaft !!\nMehr anzeigen', 'Ich habe während meines Besuchs in Zürich einen wunderbaren Aufenthalt bei Antonio verbracht. Seine Unterkunft ist sehr komfortabel und ich habe mich während meines Aufenthalts wie zu Hause gefühlt. Wie im Inserat erwähnt, gibt es viele Annehmlichkeiten, von Küchenutensilien bis zu einer ruhigen Terrasse, um deine Mahlzeiten zu genießen. Es gibt viele Restaurants und Cafés in der Region und Geschäfte, um die Lebensmittel zu kaufen. Die Universität Zürich, Campus Irchel, liegt in der Nähe des Ortes. Die nächste Straßenbahn-/Bushaltestelle ist 3 Gehminuten entfernt und das Zentrum von Zürich erreichst du bequem in etwa 15 Minuten.\n\nAntonio war ein großartiger Gastgeber. Er hat alle meine Fragen zur Unterkunft beantwortet und war bei Bedarf sehr gerne behilflich. Er ist eine wunderbare Seele. Ich würde gerne noch eine Million Mal bei ihm übernachten! Unendlich vielen Dank, Antonio!\nMehr anzeigen', 'Sehr schön, Mahlzeiten auf der Terrasse einnehmen zu können. Die Wohnung ist sauber. Die Küche ist gut ausgestattet. Eine etwas laute Umgebung am Morgen in der Nähe.\n\nAntonio ist ein entspannender, einladender, freundlicher Junge und bot mir sogar an, mir zu helfen. Er schläft auf einem Schlafsofa vor dem Schlafzimmer.\nMehr anzeigen', 'Antons Unterkunft ist sehr komfortabel. Besonders die Dusche war sehr kräftig und gut !!! Es gab genügend Küchenutensilien und eine gut ausgestattete Küche.']","['Blick in den Garten', 'Föhn', 'Reinigungsprodukte', 'Shampoo', 'Conditioner', 'Seife oder Duschgel', 'Warmwasser', 'Duschgel', 'Waschmaschine\xa0– in der Anlage: Kostenlos', 'Trockner\xa0– in der Anlage: Kostenlos', 'Grundausstattung', 'Kleiderbügel', 'Bettwäsche', 'Extrakissen und -decken', 'Bügeleisen', 'Wäscheständer für Kleidung', 'Aufbewahrung von Kleidung: Kleiderschrank', 'HDTV mit Apple TV', 'Soundsystem von Sonos ', 'Trainingsgeräte: Freihanteln, Yogamatte', 'Bücher und Lesematerial', 'Zentrale Klimaanlage', 'Zentralheizung', 'Erste-Hilfe-Set', 'Schnelle WLAN-Verbindung\xa0– 756\xa0Mbit/s.', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Mikrowelle', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Gefrierschrank', 'Ge\xadschirr\xadspül\xadma\xadschi\xadne', 'Elektroherd', 'Ofen', 'Wasserkocher', 'Kaffeemaschine: Pour-Over-Filterkaffeebereiter', 'Weingläser', 'Mixer', 'Kaffee', 'Esstisch', 'Privat Innenhof oder Balkon', 'Privater Garten', 'Gartenmöbel', 'Essbereich im Freien', 'Kostenloses Parken auf dem Grundstück\xa0– 1\xa0Stellplatz', 'Kostenlose Parkplätze an der Straße', 'Kostenpflichtige Parkplätze auf dem Gelände', 'Unterkunft auf nur einer Ebene', 'Rauchen erlaubt', 'Langzeitaufenthalte sind möglich']"
Gemütliche Wohnung in der Nähe vom Flughafen Zürich/ Opfikon,68 CHF ,,"Opfikon, Zürich, Schweiz",2 Gäste,1 Schlafzimmer,1 Bett,1 Badezimmer,47.4296,8.56198,23 Bewertungen,"4,91 ·","4,8","4,9","4,8","5,0","4,9","4,9","['Die Unterkunft ist sehr ordentlich und sauber mit guter Anbindung an den ÖPNV. Hat alles gut geklappt. Gerne wieder.', 'Wieder perfekt und sehr zuvorkommend', 'Schöne saubere Wohnung direkt am Bahnhof mit guten Anbindungen nach Zürich.', 'Es ist alles vorhanden was man braucht. Preis und Leistung sind für die Verhältnisse im Raum Zürich sehr gut. Ein wenig mehr Information zur Parkplatzsituation wäre hilfreich. Ich werde wiederkommen.', 'Wie immer - super für unsere Bedürfnisse', 'Schöne Wohnung in der Nähe des Flughafens. Peijia war auch immer gut erreichbar und Check-In war auch simpel.', 'Die Unterkunft ist sehr ordentlich und sauber mit guter Anbindung an den ÖPNV. Hat alles gut geklappt. Gerne wieder.', 'Wieder perfekt und sehr zuvorkommend', 'Schöne saubere Wohnung direkt am Bahnhof mit guten Anbindungen nach Zürich.', 'Es ist alles vorhanden was man braucht. Preis und Leistung sind für die Verhältnisse im Raum Zürich sehr gut. Ein wenig mehr Information zur Parkplatzsituation wäre hilfreich. Ich werde wiederkommen.', 'Toller Aufenthalt bei Peijia. Die Check-in-Anweisungen waren sauber, die Wohnung war sauber und in der Nähe der öffentlichen Verkehrsmittel und des Supermarktes.']","['Badewanne', 'Föhn', 'Reinigungsprodukte', 'Shampoo', 'Seife oder Duschgel', 'Warmwasser', 'Duschgel', 'Grundausstattung', 'Bettwäsche', 'Extrakissen und -decken', 'Abdunklung', 'HDTV', 'Soundsystem mit Bluetooth und AUX-Eingang', 'Bücher und Lesematerial', 'Zentralheizung', 'WLAN', 'Arbeitsplatz', 'Küche', 'Kühlschrank', 'Mikrowelle', 'Grundausstattung zum Kochen', 'Geschirr und Besteck', 'Ge\xadschirr\xadspül\xadma\xadschi\xadne', 'Herd', 'Wasserkocher', 'Kaffeemaschine: Espressomaschine', 'Reiskocher', 'Kaffee', 'Kostenpflichtiger Parkplatz außerhalb des Grundstücks', 'Eigenständiger Check-in', 'Schlüsselbox']"
