;name;price;price_reduced;guests;bedrooms;beds;bathrooms;lat;lng;nr_of_ratings;rating_overall;rating_valueformoney;rating_location;rating_checkin;rating_communication;rating_cleanliness;rating_data_accuracy;comments;rooms;price_y;district;mean_rental_price
663;ZURICH CITY LOFT!;297.0;238.0;3;1;4;1.0;47.3596;8.5239;64;4.95;4.7;4.9;5.0;5.0;4.8;5.0;['Super wohnung, ein grosser hoher luftiger raum mit cooler aber gemütlicher einrichtung, eine top küche und ein cosy schlafzimmer. claus ist ein sehr hilfreicher vermieter der schnellstens und hilfsbereit auf jede nachricht reagiert. die gegend ist ausgesprochen nett, besonders anratenswert sind poush und die bar o sol, und für alle bedürfnisse des täglichen lebens ist die sihlcity gleich ums eck ideal. würde dieses airbnb jedem und jeder empfehlen.', 'Das Loft besteht aus einem grossen Raum mit verschiedenen Funktionen. Ein abgetrennter Bereich dient als Schlafraum, zusätzlich gibt es ein separates kleines Bad. Das Loft hat etwas Bürocharakter und die vier Tische, davon drei grosse, wirken etwas abgestellt. Es ist aber trotzdem sehr lässig mit einer schicken Küche. Am vorletzten Tag wurde ein Teil des Bades unerwartet gestrichen. Ich wurde gefragt ob ich einverstanden sei, aber es wurde keine Kompensation angeboten. Im Anschluss roch das Loft sehr stark nach Farbe, ebenso der Schlafbereich, was zum Schlafen nicht angenehm war. Auf meine Anfrage hin erklärte sich Claus einverstanden mit einer Reduktion des Mietpreises.', 'Claus ist ein toller Gastgeber! Seine Location ist zentral, grosszügig und doch äusserst ruhig gelegen. Sehr empfehlenswert!', 'Reibungslose Prozesse. Tolles Appartement, sehr empfehlenswert!', 'Wir hatten einen tollen Aufenthalt.\nClaus ist super hilfsbereit und hat alles unternommen damit wir uns wohlfühlen! Wer gerne nahe dem Stadtzentrum sein möchte, jedoch die Natur nicht missen möchte, dem können wir die Unterkunft sehr empfehlen. Alles tip top und sehr gut organisiert.', 'Sehr modernes Studio in Top-Lage.\nBestens ausgestattet. Check In + Check Out super easy.', 'Super wohnung, ein grosser hoher luftiger raum mit cooler aber gemütlicher einrichtung, eine top küche und ein cosy schlafzimmer. claus ist ein sehr hilfreicher vermieter der schnellstens und hilfsbereit auf jede nachricht reagiert. die gegend ist ausgesprochen nett, besonders anratenswert sind poush und die bar o sol, und für alle bedürfnisse des täglichen lebens ist die sihlcity gleich ums eck ideal. würde dieses airbnb jedem und jeder empfehlen.', 'Das Loft besteht aus einem grossen Raum mit verschiedenen Funktionen. Ein abgetrennter Bereich dient als Schlafraum, zusätzlich gibt es ein separates kleines Bad. Das Loft hat etwas Bürocharakter und die vier Tische, davon drei grosse, wirken etwas abgestellt. Es ist aber trotzdem sehr lässig mit einer schicken Küche. Am vorletzten Tag wurde ein Teil des Bades unerwartet gestrichen. Ich wurde gefragt ob ich einverstanden sei, aber es wurde keine Kompensation angeboten. Im Anschluss roch das Loft sehr stark nach Farbe, ebenso der Schlafbereich, was zum Schlafen nicht angenehm war. Auf meine Anfrage hin erklärte sich Claus einverstanden mit einer Reduktion des Mietpreises.', 'Claus ist ein toller Gastgeber! Seine Location ist zentral, grosszügig und doch äusserst ruhig gelegen. Sehr empfehlenswert!', 'Unser Aufenthalt bei Claus war sehr gut. Sein Loft Apartment ist sehr schön eingerichtet. Wir kommen gern wieder.'];3;238.0;Sihlfeld;1660.0
664;Erstaunliche Altstadtlage bei Airhome 1. Stock;249.0;0.0;3;1;1;1.0;47.3714;8.5443;58;4.71;4.5;4.8;4.9;4.9;4.8;4.7;['Wir haben diese Wohnung ganz spontan am Tag der Anreise buchen müssen. Kommunikation mit dem Gastgeber gab es keine, ausser einer Standardmail mit den Zugangsdaten zur Wohnung. Das funktionierte problemlos.\nDie Wohnung ist viel kleiner als die Bilder das suggerieren.\nDie Küche ist sehr schlecht ausgestattet. Geschirr, Töpfe Küchenutensilien sind auf ein absolutes Minimum reduziert und teilweise dreckig (Spinatreste). Die Pfannen sind gar nicht zu benutzen und es gab noch nicht mal einen Rest Haushaltspapier.\nAusser der Garderobe gibt es keine Möglichkeit, Kleider aufzuhängen.\nEin Deckenlicht in der Küche war kaputt und das Deckenlicht im Flur.\nAn den Wänden und an der Decke sind teilweise Löcher von alten Bilder oder Lampen, die da mal hingen.\nDer Abfluss in der Badewanne funktionierte nur schlecht, so dass man beim Duschen immer in Wasser mit Shampooresten stand.\n\nAbgesehen davon einfach sehr ungemütlich, kalt und anonym. Das Preis-Leistungsverhältnis ist absolut unangemessen. Natürlich ist Zürich ein teures Pflaster, aber man bekommt in der Regel auch viel Qualität für sein Geld. Die Wohnung ist in einer super Lage im schönen Niederdörfli in Zürich. Gleich vis a vis des besten Cafés der Stadt. Aber durch die Bars der Nachbarschaft und die Touristen am morgen auch sehr laut.\n\nAbschließend lässt sich festhalten, dass es sich hier eher um ein Business Apartment für Männer handelt. Wer nach einem Arbeitstag nicht unbedingt essen gehen will, sondern gerne in Jogginganzug mit mitgebrachter Tiefkühlpizza und Bier vor dem (sehr grossen) Fernsehr abspannen möchte, ist hier gut aufgehoben, wenn dazu noch die Firma zahlt.\n\nFür ein Pärchen oder Freundinnen, die ein romanisches oder charmantes Wochenende in Zürich verbringen wollen. Und gerne morgens noch einen gemütlichen Kaffee auf der Couch oder Abend das letzte Glas Rotwein in der Küche geniessen wollen, ist dieses Apartment völlig ungeeignet.', 'Tolle Lage, James ist sehr reaktionsschnell und entgegenkommend. Unser Baby liebte das bereitgestellte Babybett', 'Ich habe meine Zeit hier geliebt. Das muss einer meiner Lieblingsaufenthalte sein! Viele Lebensmittel- und Einkaufsmöglichkeiten in der Nähe und sind fußläufig erreichbar. In der Nähe befand sich ein Bahnhof, aber Zürich HB war nur 10 Minuten entfernt. Alle Annehmlichkeiten, die du benötigst (und nicht einmal daran gedacht hast, wie ein Schuhhorn!), viele Handtücher, ausreichende Temperatur für die Wohnung, und sie war makellos sauber. James ist super hilfsbereit, professionell und freundlich. Ich würde nicht zögern, diese Unterkunft meinen Freunden oder Verwandten zu empfehlen. Gerne wieder!', 'Es war super.', 'Liebe Sandra, vielen Dank für deine Bewertung! Bis bald, James.', 'Eine bisschen kleiner Unterkunft als erwartet, aber die Lage macht es dafür um so besser!', 'Lieber Elric, vielen Dank für deine Bewertung! Wir würden uns freuen, dich wieder in unseren Apartments begrüßen zu dürfen! Viele Grüße, James.', 'Eine wunderbare Wohnung in fantastischer Lage. Abends durch Menschen und Bars leider relativ laut. Trotzdem sehr zu empfehlen! Charmante und saubere Unterkunft.', 'Liebe Emily, vielen Dank für deine Bewertung! Schön zu hören, dass dir die Wohnung gefallen hat und wir freuen uns, dich bald wiederzusehen. Viele Grüße James', 'Wir haben diese Wohnung ganz spontan am Tag der Anreise buchen müssen. Kommunikation mit dem Gastgeber gab es keine, ausser einer Standardmail mit den Zugangsdaten zur Wohnung. Das funktionierte problemlos.\nDie Wohnung ist viel kleiner als die Bilder das suggerieren.\nDie Küche ist sehr schlecht ausgestattet. Geschirr, Töpfe Küchenutensilien sind auf ein absolutes Minimum reduziert und teilweise dreckig (Spinatreste). Die Pfannen sind gar nicht zu benutzen und es gab noch nicht mal einen Rest Haushaltspapier.\nAusser der Garderobe gibt es keine Möglichkeit, Kleider aufzuhängen.\nEin Deckenlicht in der Küche war kaputt und das Deckenlicht im Flur.\nAn den Wänden und an der Decke sind teilweise Löcher von alten Bilder oder Lampen, die da mal hingen.\nDer Abfluss in der Badewanne funktionierte nur schlecht, so dass man beim Duschen immer in Wasser mit Shampooresten stand.\n\nAbgesehen davon einfach sehr ungemütlich, kalt und anonym. Das Preis-Leistungsverhältnis ist absolut unangemessen. Natürlich ist Zürich ein teures Pflaster, aber man bekommt in der Regel auch viel Qualität für sein Geld. Die Wohnung ist in einer super Lage im schönen Niederdörfli in Zürich. Gleich vis a vis des besten Cafés der Stadt. Aber durch die Bars der Nachbarschaft und die Touristen am morgen auch sehr laut.\n\nAbschließend lässt sich festhalten, dass es sich hier eher um ein Business Apartment für Männer handelt. Wer nach einem Arbeitstag nicht unbedingt essen gehen will, sondern gerne in Jogginganzug mit mitgebrachter Tiefkühlpizza und Bier vor dem (sehr grossen) Fernsehr abspannen möchte, ist hier gut aufgehoben, wenn dazu noch die Firma zahlt.\n\nFür ein Pärchen oder Freundinnen, die ein romanisches oder charmantes Wochenende in Zürich verbringen wollen. Und gerne morgens noch einen gemütlichen Kaffee auf der Couch oder Abend das letzte Glas Rotwein in der Küche geniessen wollen, ist dieses Apartment völlig ungeeignet.', 'Liebe Steffi, danke, dass du dir die Zeit genommen hast, uns eine Bewertung zu schreiben. Wir werden alle deine Kommentare zur Kenntnis nehmen, um unsere Wohnung für die zukünftigen Gäste gemütlicher zu machen. Wir bieten ein Self-Check-in-Erlebnis, das auch in der Wohnungsbeschreibung vermerkt ist. Die meisten Gäste finden ein sehr bequemes Codesystem, da es dir ermöglicht, jederzeit ein- und auszuchecken, ohne dir um den Schlüssel kümmern zu müssen. Ich bin rund um die Uhr für die Gäste online, falls sie Hilfe benötigen. Ich freue mich, dass dir deine Zeit in Zürich gefallen hat:) Besuche uns noch einmal! Alles Gute, James', 'Tolle Lage, James ist sehr reaktionsschnell und entgegenkommend. Unser Baby liebte das bereitgestellte Babybett', 'Lieber Calvin, ganz herzlich! Pass auf dich auf, James', 'Ich habe meine Zeit hier geliebt. Das muss einer meiner Lieblingsaufenthalte sein! Viele Lebensmittel- und Einkaufsmöglichkeiten in der Nähe und sind fußläufig erreichbar. In der Nähe befand sich ein Bahnhof, aber Zürich HB war nur 10 Minuten entfernt. Alle Annehmlichkeiten, die du benötigst (und nicht einmal daran gedacht hast, wie ein Schuhhorn!), viele Handtücher, ausreichende Temperatur für die Wohnung, und sie war makellos sauber. James ist super hilfsbereit, professionell und freundlich. Ich würde nicht zögern, diese Unterkunft meinen Freunden oder Verwandten zu empfehlen. Gerne wieder!', 'Lieber Jeremy, was für eine Bewertung! Du hast mir den Tag versüßt! Vielen Dank! Das wird wirklich geschätzt! Pass auf dich auf, James', 'Tolle Lage, tolle Unterkunft für einen Aufenthalt', 'Vielen Dank!'];3;249.0;Mühlebach;2436.0
665;Charmante Wohnung mit Balkon, im Zentrum Zürich;226.0;0.0;4;1;2;1.5;47.36641;8.55313;33;4.94;4.7;5.0;4.9;4.9;4.9;4.9;['Nur wenige Gehminuten vom Bahnhof Stadelhofen entfernt liegt diese gemütliche, charmante Wohnung mit Blick über das Artergut, welches tagsüber belebt und nachts dennoch sehr ruhig ist. Die Wohnung ist mit allem ausgestattet, was man auch bei einem längeren Aufenthalt brauchen könnte, und in einem sehr sauberen und gepflegten Zustand. Die Kommunikation mit Eva war immer superschnell und sehr nett. Sehr zu empfehlen. Gerne wieder!', 'Eva ist ein Super Host! Die Wohnung ist gross, sauber und man hat alles was man braucht. Eva ist sehr nett, hilfsbereit und war immer erreichbar. Herzlichen Dank Eva!', 'Eva ist eine tolle Gastgeberin, die Angaben waren perfekt, die Wohnung ist ein Kleinod - schön gelegen, ruhig, aber trotzdem nah genug an der Stadt. Wir fanden es grandios. Danke - und gerne wieder!', 'Es war wie nach Hause kommen, ein perfekter Aufenthalt, eine zauberhafte Wohnung, liebevoll eingerichtet mit vielen tollen Extras , sehr gute Lage, Umgebung ruhig und Eva war die perfekte Gastgeberin, immer und schnellstens zu erreichen.... für uns und die nächsten Aufenthalte haben wir ein Heim gefunden. Nochmals vielen Dank für all eure Hilfe und Aufmerksamkeit.'];4;226.0;Hirslanden;2386.0
666;2BD-Wohnung in der Nähe von Bellevue (Holbein 4);237.0;0.0;6;2;3;1.5;47.36473;8.54891;241;4.85;4.8;4.9;4.9;4.9;4.9;4.9;['Die Unterkunft entsprach voll und ganz der Ausschreibung und ist ideal für einen Städtetrip in Zürich. Optimale Lage mit der ÖV-Anbindung direkt vor der Haustüre. Gerne ein anderes Mal wieder.', 'War alles so wie es sein soll, vielen Dank', 'Ich übertreibe nicht wenn ich behaupte, dass es einfach die besten Gastgeber der Stadt sind. Tolle und saubere Wohnungen und immer ein fairer Preis', 'Tania hat unglaublich schöne Wohnungen in Zürich, perfekte Lage! Sie ist eine tolle Gastgeberin und sehr geht auf Wünsche der Gäste ein. Sehr zu empfehlen.'];6;237.0;Hirslanden;
667;Boutique-Wohnung in der ruhigen, grünen Gegend von ZH;274.0;247.0;4;2;2;1.0;47.36168;8.5609;56;4.66;4.5;4.7;4.8;4.8;4.7;4.8;['Wir hatten einen sehr schönen Aufenthalt in Zürich. Saubere, gut ausgestattete Wohnung. In der Küche war alles vorhanden. Sehr bequeme Betten und viel Stauraum im Bad. Tolle Lage, super Verkehrsanbindung und der Platz in der Tiefgarage im Nachbarhaus ist super, denn Parkmöglichkeiten gibt es kaum.', 'Der Vermieter arbeitet sehr professionell, alles klappte bestens beim Check-in und Check-out. Probleme werden bei Meldung sofort freundlich behoben. Die Wohnung ist aber in einem schlechten Zustand, vieles defekt, schlecht unterhalten und eher mager ausgestattet. Man kann in der Wohnung wohnen, wird aber nicht sehr froh.', 'Super Apartment! Problemloser Check-in und Check-out. Tolle Lage, Bus und Straßenbahn direkt vor der Haustüre, wodurch man in 5 min in der Altstadt drinnen ist. Ideal für ein Wochenende in Zürich!', 'Perfekt! Alles wie in der Beschreibung angegeben. Schöne, saubere Wohnung mit Parkplatz. Super Lage, um Zürich zu erkunden. Wir haben ca. 10 min zu Fuß zum See gebraucht.', 'War alles Ok bis auf der Preis für 2. Nächte', 'Es war alles wie beschrieben!Angenehme Unterkunft an gut erreichbarer Lage. Die Einrichtung war schön, die Küche ein wenig in die Jahre gekommen…was uns aber nicht gestört hat.\nDie Kommunikation war sehr gut.\nDie Nähe zu Bus und Tram hat zur Folge, dass der Verkehrslärm zu hören ist. Aber Alles in Allem überwiegt der Vorteil der guten Erreichbarkeit und Lage.\nGanz in der Nähe der Wohnung ist der botanische Garten, der sicherlich einen Besuch wert ist.', 'Wir hatten einen sehr schönen Aufenthalt in Zürich. Saubere, gut ausgestattete Wohnung. In der Küche war alles vorhanden. Sehr bequeme Betten und viel Stauraum im Bad. Tolle Lage, super Verkehrsanbindung und der Platz in der Tiefgarage im Nachbarhaus ist super, denn Parkmöglichkeiten gibt es kaum.', 'Der Vermieter arbeitet sehr professionell, alles klappte bestens beim Check-in und Check-out. Probleme werden bei Meldung sofort freundlich behoben. Die Wohnung ist aber in einem schlechten Zustand, vieles defekt, schlecht unterhalten und eher mager ausgestattet. Man kann in der Wohnung wohnen, wird aber nicht sehr froh.', 'Super Apartment! Problemloser Check-in und Check-out. Tolle Lage, Bus und Straßenbahn direkt vor der Haustüre, wodurch man in 5 min in der Altstadt drinnen ist. Ideal für ein Wochenende in Zürich!', 'Perfekt! Alles wie in der Beschreibung angegeben. Schöne, saubere Wohnung mit Parkplatz. Super Lage, um Zürich zu erkunden. Wir haben ca. 10 min zu Fuß zum See gebraucht.', 'Insgesamt in Ordnung'];4;247.0;Hirslanden;2386.0
668;Süsse Wohnung inZürcher Altstadt;250.0;0.0;4;1;3;1.0;47.3681;8.5453;3;5.0;4.0;5.0;5.0;5.0;5.0;5.0;['Great location in the heart of Zurich, with a nice balcony to enjoy the last bits of day before heading out for the evening.\n\nReally good food in the restaurant/café below, and the food voucher was a really kind touch.\n\nWould stay again, Angela is professional and accommodating.\nMehr anzeigen', 'Bellissima casa nel centro di Zurigo. Angela è un ottima host. Unico neo il prezzo un po’ alto per gli italiani ma forse in linea con gli standard di Zurigo', 'Awesome spot great location right above restaurant in the heart of Zurich. Floor is a bit creaky as it’s an old wooden building. Great bed with a narrow stairway to get up to the 2nd floor. Would stay here again!'];4;250.0;Mühlebach;3088.0
669;Spacious Rooftop Apartment with Incredible Views;198.0;0.0;5;1;2;1.5;47.38929;8.5237;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[];5;198.0;Gewerbeschule;
670;Villa Allegra 2BR - Bohemian chic in Zurich;205.0;0.0;4;2;4;1.0;47.37212;8.56261;125;4.94;4.8;4.9;5.0;5.0;4.9;4.9;"[""Die Villa Allegra ist ein altes, liebevoll restauriertes Haus - geschmack- und stilvoll eingerichtet - sehr gemütlich, ohne überflüssigen 'Schnickschnack'. Wir haben uns in der großzügigen Parterre-Wohnung sofort wie Zuhause gefühlt, wurden von Dayana mit vielen wertvollen Tips versorgt. Ihr Angebot für gezieltere, unseren Bedürfnissen entsprechende Informationen erhielten wir mehrfach. Die Anbindung an den öffentlichen Nahverkehr ist hervorragend, z.B. mit der Tram 3 von der nahen Station Römerhof/Asylstraße ca. 7 Minuten zum Neumarkt, nahe Altstadt oder in 10/11 Minuten zum Bahnhofsplatz am Hauptbahnhof. Die Dolder-Bahn (Zahnrad) fährt vom Römerhof bergauf bis zur Bergstation. Nahe der Villa Allegra führt die Dolder-Bahn - 'Titlisstraße' - 1 Station runter zum Römerhof oder 4 Stationen zur Endhaltestelle am Berg. Wer empfindlich auf Verkehrslärm reagiert: Die Wohnung liegt zwar in einer Nebenstraße/Ecke Bergstraße, diese ist auch Nachts viel befahren."", 'Schöne Villa mit super Lage. An und Abfahrt mit der Dolderbahn ist ein Erlebnis. Schöne Umgebung, perfekt für einen städtetripp in Zürich. Alles bestens !', 'Wir haben den Aufenthalt in der schönen und gut ausgestatteten Wohnung sehr genossen und uns wohlgefühlt. Alles hat unkompliziert funktioniert. Danke!!!', 'Das Haus ist wirklich wunderschön und die kleine Wohnung unten war perfekt für uns zu viert. Wir haben es sehr genossen draußen im Patio zu essen. In der Küche haben wir alles gefunden, was wir zum Kochen brauchten. Die Kommunikation war total easy und der Check-in lief reibungslos. Insgesamt war wirklich alles so wie beschrieben. Die Lage, ab vom Zentrum, aber trotzdem super gut angebunden, war perfekt für uns.', 'Sehr schön Haus', 'Vielen Dank!', 'Perfekte Ferienwohnung für eine Familie mit zwei Teenies. Gut erreichbar, dennoch ruhige Lage. Zwei getrennte Schalfzimmer, eine davon mit Fernseher und Sitzgelegenheiten. Angenehme Küche mit Sizmöglichkeiten. Die Wohnung ist wie beschrieben und auf den Fotos. Dayana hat viele nützliche Infos gegeben und ist eine sehr hilfsbereite Gastgeberin.', 'Liebe Sara, ganz herzlichen Dank für deine lieben Worte. Wunderbar habt ihr es genossen bei uns.', ""Die Villa Allegra ist ein altes, liebevoll restauriertes Haus - geschmack- und stilvoll eingerichtet - sehr gemütlich, ohne überflüssigen 'Schnickschnack'. Wir haben uns in der großzügigen Parterre-Wohnung sofort wie Zuhause gefühlt, wurden von Dayana mit vielen wertvollen Tips versorgt. Ihr Angebot für gezieltere, unseren Bedürfnissen entsprechende Informationen erhielten wir mehrfach. Die Anbindung an den öffentlichen Nahverkehr ist hervorragend, z.B. mit der Tram 3 von der nahen Station Römerhof/Asylstraße ca. 7 Minuten zum Neumarkt, nahe Altstadt oder in 10/11 Minuten zum Bahnhofsplatz am Hauptbahnhof. Die Dolder-Bahn (Zahnrad) fährt vom Römerhof bergauf bis zur Bergstation. Nahe der Villa Allegra führt die Dolder-Bahn - 'Titlisstraße' - 1 Station runter zum Römerhof oder 4 Stationen zur Endhaltestelle am Berg. Wer empfindlich auf Verkehrslärm reagiert: Die Wohnung liegt zwar in einer Nebenstraße/Ecke Bergstraße, diese ist auch Nachts viel befahren."", 'Grossen Dank für die sehr nette Rückmeldung, toll hat es euch so gefallen. Schöne Feiertage und win gutes neues Jahr.', 'Schöne Villa mit super Lage. An und Abfahrt mit der Dolderbahn ist ein Erlebnis. Schöne Umgebung, perfekt für einen städtetripp in Zürich. Alles bestens !', 'Lieben Dank Susanne, wir freuen uns immer zu lesen, wenn unsere Gäste sich wohl fühlen und die besondere Location schätzen. Unser ""verirrtes"" Stadt-Chalet mit Zürich-Besuchern zu teilen macht Spass.', 'Wir haben den Aufenthalt in der schönen und gut ausgestatteten Wohnung sehr genossen und uns wohlgefühlt. Alles hat unkompliziert funktioniert. Danke!!!', 'Liebe Lina, danke für deine sehr lieben Worte. Hervorragend hat es euch gefallen, ihr seid gerne jederzeit wieder willkommen. Einen schönen Sommer und liebe Grüsse.', 'Das Haus ist wirklich wunderschön und die kleine Wohnung unten war perfekt für uns zu viert. Wir haben es sehr genossen draußen im Patio zu essen. In der Küche haben wir alles gefunden, was wir zum Kochen brauchten. Die Kommunikation war total easy und der Check-in lief reibungslos. Insgesamt war wirklich alles so wie beschrieben. Die Lage, ab vom Zentrum, aber trotzdem super gut angebunden, war perfekt für uns.', 'Herzlichen Dank, toll habt ihr euch so wohlgefühlt. Vielleicht dürfen wir euch eines Tages wieder Willkommen heissen, alles Gute!', 'Wunderbare Lage am Zürichberg - nah an Stadt und Natur! Gut ausgestattet, wenn man auch mal selbst kochen möchte, so wie wir mit Kind.', 'Herzlichen Dank!']";4;205.0;Hirslanden;2386.0
671;Zentrale Stadtwohnung nähe See;220.0;0.0;3;1;1;1.0;47.36119;8.52979;8;4.88;4.8;5.0;5.0;5.0;4.6;4.9;['Charmante Wohnung, sehr gut gelegen in der Nähe der Innenstadt in einer ruhigen Gegend. Sehr helles, großes und komfortables Bett. Alina war flexibel in Bezug auf unseren Check-in-Zeitplan. Die Temperatur der Wohnung mitten im Winter war während des gesamten Aufenthaltes perfekt. Ausgezeichnetes Internet. Wir hätten nur leistungsstärkere Glühbirnen, weil sie nachts ein wenig aufleuchten.\nSehr dankbar Alina und wenn wir wieder nach Zürich fahren, würden wir sie wieder wählen', 'Tolle Lage für einen Wochenendtrip, der Check-in war einfach, sehr empfehlenswert!', 'schöne gemütliche Wohnung in toller ruhiger Lage. fühlte sich wie zu Hause an und Alina ist sehr freundlich und reaktionsschnell.', 'Schöne Lage und Wohnung.\nDer Kühlschrank wurde nicht gewaschen und es war Essen drin, sowie schlechte Luft und Duschvorhang.'];3;220.0;Werd;2179.0
672;Schöne Wohnung am See und im Zentrum von Zürich;223.0;0.0;3;1;2;1.5;47.36501;8.53763;20;4.95;4.8;5.0;5.0;5.0;4.8;5.0;[];3;223.0;Seefeld;2647.0
673;Charmante & helle Wohnung im Herzen von Zürich;230.0;0.0;4;2;1;1.5;47.36274;8.52267;26;4.88;4.7;4.6;5.0;5.0;5.0;5.0;['Sehr schöne Wohnung, sauber und geräumig. Immer verfügbar und reagiert schnell. Empfehlenswert!', 'ausgezeichneter Ort, ich würde definitiv in Zukunft wiederkommen, in der Nähe von Supermärkten und Verkehrsmitteln, zu 100 % empfehlenswert.', 'Super! Aufmerksam. Schöne Wohnung. Tolle Verkehrsanbindung.', 'Es war eine schöne Unterkunft. Der Vermieter ist sehr einladend und verständnisvoll. Die Wohnung ist schön eingerichtet und alles funktioniert gut.', 'Ich war geschäftlich und privat in Zürich. alles super', 'Schöne gemütliche Wohnung in günstiger Lage in der Nähe des Zuges, der Straßenbahn und des Busbahnhofs. Mir gefiel, dass es eine voll ausgestattete Küche und Waschküche vor Ort gab. Das Bett war komfortabel. Es hatte einen niedlichen Balkon !!! Diese Unterkunft ist ein verstecktes Juwel, ich freue mich sehr, dass ich sie gefunden habe!!! Bravo Cesare !!!', 'Sehr schöne Wohnung, sauber und geräumig. Immer verfügbar und reagiert schnell. Empfehlenswert!', 'ausgezeichneter Ort, ich würde definitiv in Zukunft wiederkommen, in der Nähe von Supermärkten und Verkehrsmitteln, zu 100 % empfehlenswert.', 'Super! Aufmerksam. Schöne Wohnung. Tolle Verkehrsanbindung.', 'Es war eine schöne Unterkunft. Der Vermieter ist sehr einladend und verständnisvoll. Die Wohnung ist schön eingerichtet und alles funktioniert gut.', 'Ein helles, komfortables, gut ausgestattetes zweites Zuhause! Der Check-in-Prozess war unglaublich detailliert und Cesare hat während meines Aufenthalts gut kommuniziert. Es gibt eine Bahnhaltestelle in der Nähe und District 1 ist nicht lange zu Fuß entfernt. Ich würde wieder dort übernachten!'];4;230.0;Werd;2596.0
674;Groß und schön: geräumige Wohnungen in Zürich;223.0;0.0;4;3;3;1.5;47.36021;8.57;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[];4;223.0;Hirslanden;2386.0
675;3 room ground-floor apartment Zurich;230.0;0.0;7;2;5;1.0;47.37907;8.51312;223;4.91;4.8;4.8;5.0;4.9;4.9;4.9;['Tolle Gastfreundschaft, super freundlich und aufmerksam. Wohnung ist sehr sauber und mit vielen kleinen Details ausgestattet. Man fühlt sich wie zuhause.', 'Wir (Familie mit 4-jährigem Kind und Baby) waren für 2 Nächte zu Gast.\nEine super Wohnung, geräumig (zumindest eines der beiden Schlafzimmer), gute Lage, nette Gemeinschaftsterrasse, ruhige Umgebung.\n\nToll waren die „Kleinigkeiten“ überall, sei es Getränke, Kaffeekapseln oder alles für das Badezimmer. Sehr durchdacht!', 'Eine super gastfreundliche Familie.', 'Die Vorab-Kommunikation ist toll und auch vor Ort sind die Gastgeber äusserst herzlich und hilfsbereit.'];7;230.0;Werd;
676;Design 3BR Zentral gelegen + Balkon;320.0;220.0;7;3;3;1.0;47.38506;8.50766;116;4.39;4.2;4.6;4.8;4.6;4.3;4.7;['Aber angenehm', 'Nur ein Schlüsselsatz für sechs Personen ist eindeutig zu wenig. Der Briefkasten mit dem Schlüsseltresor ist sehr niedrig, zudem sind die Zahlen für ältere Menschen kaum zu erkennen.\n\nPositiv: für Zürich recht günstig, sehr gute Verkehrsanbindung, zentrumsnah.', 'Es lief alles gut. Schöne große Wohnung mit sieben Schlafmöglichkeiten. Passt :)', 'Wir waren sehr zufrieden! Gerne wieder! :)', 'Die Unterkunft war super leicht zu finden & auch gut angeschlossen an bus&bahn. Den einzigen Punkt den wir zu bemängeln hatten, ist das im Bad zwar ein Föhn vorhanden ist, dieser allerdings in keine einzige Steckdose der Wohnung passt. Der Boden war nicht 100% sauber, ansonsten war der Aufenthalt super!', 'Zweckmässiges AirBnB. Unkompliziertes einchecken und zentraler Standort in Zürich.\nGerne wieder.', 'Aber angenehm', 'Nur ein Schlüsselsatz für sechs Personen ist eindeutig zu wenig. Der Briefkasten mit dem Schlüsseltresor ist sehr niedrig, zudem sind die Zahlen für ältere Menschen kaum zu erkennen.\n\nPositiv: für Zürich recht günstig, sehr gute Verkehrsanbindung, zentrumsnah.', 'Es lief alles gut. Schöne große Wohnung mit sieben Schlafmöglichkeiten. Passt :)', 'Wir waren sehr zufrieden! Gerne wieder! :)', 'Der Check-In war sehr einfach und die Wohnung ist gut aufgeteilt mit ihren drei Schlafzimmern und die Betten sind alle sehr bequem. Die Küche hat das nötigste an Besteck, Geschirr, Töpfen und Pfannen. Die Wohnung ist gut angebunden und die Kommunikation mit Marc war sehr einfach und schnell!'];7;220.0;Sihlfeld;
