;Unnamed: 0;rating_overall;comments;preprocessed_comment
1631;196;4.67;"Die Wohnung war sauber und komfortabel, aber ich würde einen Aufenthalt hier nicht empfehlen. Wir haben ein bisschen Soda auf ein winziges Überwurfkissen verschüttet und ihn darüber informiert. Uns wurden 183 $ für das Einzelkissen berechnet.

Ich fühlte mich sehr ausgenutzt; es war eine Schande, dass ein Kissen mich mehr als eine volle Übernachtung gekostet hat und wer weiß, was der Gastgeber andere Gegenstände in seinem Haus schätzt, wenn ein Kissen fast 200 $ kostet.";wohnung sauber komfortabel aufenthalt empfehlen bisschen soda winziges überwurfkissen verschüttet darüber informiert wurden 183 einzelkissen berechnet fühlte ausgenutzt schande kissen mehr volle übernachtung gekostet wer weiß gastgeber gegenstände haus schätzt kissen fast 200 kostet
1632;197;5.0;Wir hatten einen schönen Aufenthalt bei Silvia. Die Wohnung war wie beschrieben und ordentlich. Der Kontakt mit Silvia war immer sehr freundlich und Sie war gut zu erreichen. Die Lage der Wohnung ist super und alles ist schnell zu erreichen. Gerne wieder! :);schönen aufenthalt silvia wohnung beschrieben ordentlich kontakt silvia immer freundlich gut erreichen lage wohnung super schnell erreichen gerne
1633;197;5.0;Sehr schöne Wohnung mit alles was man braucht. Spülmaschien, Mikrowelle, große Fernseher, 5 Minuten zum Tram und die Gastgeberin ist super nett.;schöne wohnung braucht spülmaschien mikrowelle große fernseher 5 minuten tram gastgeberin super nett
1634;198;5.0;Super Gastgeber die Kommunikation war sehr gut. Es gab keinerlei Probleme. Zu empfehlen. Komme gerne wieder.;super gastgeber kommunikation gut gab keinerlei probleme empfehlen komme gerne
1635;198;5.0;"Ich hatte während meiner letzten Reise eine unglaubliche Erfahrung, in dieser Wohnung zu wohnen. Die Wohnung war nicht nur schön und gut eingerichtet, sondern auch sehr friedlich und ruhig, was sie zum perfekten Ort machte, um sich nach einem langen Tag in der Stadt zu entspannen.

Das herausragende Merkmal dieses Airbnb war jedoch die außergewöhnliche Gastfreundschaft und Freundlichkeit von Jack. Von dem Moment an, als ich ankam, hat er alles gegeben, um sicherzustellen, dass mein Aufenthalt so komfortabel und angenehm wie möglich war. Er nahm sich sogar die Zeit, mich vom Flughafen abzuholen, und war immer erreichbar, um Fragen zu beantworten, die ich während meines Aufenthalts hatte.

Insgesamt kann ich dieses Airbnb jedem empfehlen, der während seiner Reisen eine komfortable und einladende Unterkunft in der Unterkunft sucht. Da ein Gastgeber so freundlich und zuvorkommend wie Jack ist, wirst du sicher einen unvergesslichen Aufenthalt haben.
Mehr anzeigen";letzten reise unglaubliche erfahrung wohnung wohnen wohnung schön gut eingerichtet friedlich ruhig perfekten ort machte langen tag stadt entspannen herausragende merkmal airbnb jedoch außergewöhnliche gastfreundschaft freundlichkeit jack moment ankam gegeben sicherzustellen aufenthalt komfortabel angenehm möglich nahm sogar zeit flughafen abzuholen immer erreichbar fragen beantworten aufenthalts insgesamt airbnb empfehlen reisen komfortable einladende unterkunft unterkunft sucht gastgeber freundlich zuvorkommend jack sicher unvergesslichen aufenthalt mehr anzeigen
1636;198;5.0;Sehr gut ! Buche es mit tout zögern.;gut buche tout zögern
1637;198;5.0;Schöne Wohnung in der Nähe des Bahnhofs. Der Gastgeber ist wirklich hilfsbereit, es war mir ein Vergnügen, in Zurich zu bleiben;schöne wohnung nähe bahnhofs gastgeber wirklich hilfsbereit vergnügen zurich bleiben
1638;199;4.72;"100% Airbnb. Die wunderschöne und liebevoll eingerichtete Wohnung von Mila ist noch deutlich schöner und gemütlicher als es auf den Bildern aussieht. Im Schlafzimmer gibt es ein bequemes Doppelbett mit hochwertiger Matratze und Kissen.

Das Apartment war BLITZSAUBER! Es stellt sich von der ersten Minute ein ""Zuhause"" Gefühl ein.

Die Lage des Appartements ist sensationell. Sehr ruhig aber der Bahnhof ist in unter 10 Gehminuten zu erreichen. Nach Zürich HBF sind es nur ein paar Minuten für ein paar Franken.

in unmittelbarer Nähe befindet sich ein gutes italienisches Restaurant und ein kleiner Supermarkt. Tipp: Der Supermarkt (Migros) direkt beim Bahnhof mit
SB Kassen ist deutlich günstiger als zb. Coop.

Wir haben uns sehr wohl gefühlt und kommen gerne wieder! So macht Airbnb Spaß! Es gab absolut nichts zu bemängeln!";100 airbnb wunderschöne liebevoll eingerichtete wohnung mila deutlich schöner gemütlicher bildern aussieht schlafzimmer gibt bequemes doppelbett hochwertiger matratze kissen apartment blitzsauber stellt ersten minute zuhause gefühl lage appartements sensationell ruhig bahnhof 10 gehminuten erreichen zürich hbf paar minuten paar franken unmittelbarer nähe befindet gutes italienisches restaurant kleiner supermarkt tipp supermarkt migros direkt beim bahnhof sb kassen deutlich günstiger zb coop wohl gefühlt kommen gerne macht airbnb spaß gab absolut bemängeln
1639;199;4.72;"Sehr gepflegte Wohnung mit einer wunderbaren Terrasse in ziemlich ruhiger Umgebung.
Gute Verkehrsanbindung und ein kleiner gut sortierter Laden nur ein paar Meter entfernt.
Alles super organisiert.
Gut ausgestattete Küche u. A. mit Backofen, Kaffee Drückermaschine, keine Mikrowelle.
Einzig die Schlafcouch hat uns nicht so richtig zugesagt.
Insgesamt aber sehr empfehlenswert!";gepflegte wohnung wunderbaren terrasse ziemlich ruhiger umgebung gute verkehrsanbindung kleiner gut sortierter laden paar meter entfernt super organisiert gut ausgestattete küche u a backofen kaffee drückermaschine mikrowelle einzig schlafcouch richtig zugesagt insgesamt empfehlenswert
1640;199;4.72;"Milas Unterkunft befindet sich in einer ruhigen und gepflegten Gegend. Die Wohnung ist schön eingerichtet und sehr sauber - man fühlt sich sofort sehr wohl.

Die wunderschöne Altstadt ist mit Bus und Bahn aber auch zu Fuß (ca 30-40 Min.) sehr gut erreichbar.

Unser einziger Kritikpunkt ist die Schlafgelegenheit - das Schlafsofa ist für 2 Personen nicht sonderlich bequem.";milas unterkunft befindet ruhigen gepflegten gegend wohnung schön eingerichtet sauber fühlt sofort wohl wunderschöne altstadt bus bahn fuß ca 3040 min gut erreichbar einziger kritikpunkt schlafgelegenheit schlafsofa 2 personen sonderlich bequem
1641;199;4.72;"Perfekter Standort, super nette Gastgeberin, einfache und schnelle Abwicklung.
Einziger Negativpunkt: Unbequemes Bettsofa";perfekter standort super nette gastgeberin einfache schnelle abwicklung einziger negativpunkt unbequemes bettsofa
1642;199;4.72;"Die Wohnung von Mila ist super sauber und mit allem ausgestattet. Neben dem kostenfreien Parkplatz ist auch die Haltestelle Tram (Farbhof) und die Bushalte quasi vor der Tür. Migrolino ist ca 50 m entfernt.
Der Kontakt zu Mila war top. Unsere erst angekündigte frühere Anreise wurde verkehrsbedingt zu einer verspäteten Abreise. Die Kommunikation dazu mit Mila war super top.
Der einzige Wermutstropfen: das WLAN funktioniert nur im Wohnzimmer und an einigen Stellen dort nur sehr schlecht.";wohnung mila super sauber ausgestattet neben kostenfreien parkplatz haltestelle tram farbhof bushalte quasi tür migrolino ca 50 m entfernt kontakt mila top erst angekündigte frühere anreise wurde verkehrsbedingt verspäteten abreise kommunikation mila super top einzige wermutstropfen wlan funktioniert wohnzimmer stellen schlecht
1643;199;4.72;"100% Airbnb. Die wunderschöne und liebevoll eingerichtete Wohnung von Mila ist noch deutlich schöner und gemütlicher als es auf den Bildern aussieht. Im Schlafzimmer gibt es ein bequemes Doppelbett mit hochwertiger Matratze und Kissen.

Das Apartment war BLITZSAUBER! Es stellt sich von der ersten Minute ein ""Zuhause"" Gefühl ein.

Die Lage des Appartements ist sensationell. Sehr ruhig aber der Bahnhof ist in unter 10 Gehminuten zu erreichen. Nach Zürich HBF sind es nur ein paar Minuten für ein paar Franken.

in unmittelbarer Nähe befindet sich ein gutes italienisches Restaurant und ein kleiner Supermarkt. Tipp: Der Supermarkt (Migros) direkt beim Bahnhof mit
SB Kassen ist deutlich günstiger als zb. Coop.

Wir haben uns sehr wohl gefühlt und kommen gerne wieder! So macht Airbnb Spaß! Es gab absolut nichts zu bemängeln!";100 airbnb wunderschöne liebevoll eingerichtete wohnung mila deutlich schöner gemütlicher bildern aussieht schlafzimmer gibt bequemes doppelbett hochwertiger matratze kissen apartment blitzsauber stellt ersten minute zuhause gefühl lage appartements sensationell ruhig bahnhof 10 gehminuten erreichen zürich hbf paar minuten paar franken unmittelbarer nähe befindet gutes italienisches restaurant kleiner supermarkt tipp supermarkt migros direkt beim bahnhof sb kassen deutlich günstiger zb coop wohl gefühlt kommen gerne macht airbnb spaß gab absolut bemängeln
1644;199;4.72;"Tolle Wohnung mit guter Verkehrsanbindung.
Wir würden lediglich empfehlen, in eine bequemere Schlafgelegenheit zu investieren.";tolle wohnung guter verkehrsanbindung lediglich empfehlen bequemere schlafgelegenheit investieren
1645;199;4.72;"Sehr gepflegte Wohnung mit einer wunderbaren Terrasse in ziemlich ruhiger Umgebung.
Gute Verkehrsanbindung und ein kleiner gut sortierter Laden nur ein paar Meter entfernt.
Alles super organisiert.
Gut ausgestattete Küche u. A. mit Backofen, Kaffee Drückermaschine, keine Mikrowelle.
Einzig die Schlafcouch hat uns nicht so richtig zugesagt.
Insgesamt aber sehr empfehlenswert!";gepflegte wohnung wunderbaren terrasse ziemlich ruhiger umgebung gute verkehrsanbindung kleiner gut sortierter laden paar meter entfernt super organisiert gut ausgestattete küche u a backofen kaffee drückermaschine mikrowelle einzig schlafcouch richtig zugesagt insgesamt empfehlenswert
1646;199;4.72;"Milas Unterkunft befindet sich in einer ruhigen und gepflegten Gegend. Die Wohnung ist schön eingerichtet und sehr sauber - man fühlt sich sofort sehr wohl.

Die wunderschöne Altstadt ist mit Bus und Bahn aber auch zu Fuß (ca 30-40 Min.) sehr gut erreichbar.

Unser einziger Kritikpunkt ist die Schlafgelegenheit - das Schlafsofa ist für 2 Personen nicht sonderlich bequem.";milas unterkunft befindet ruhigen gepflegten gegend wohnung schön eingerichtet sauber fühlt sofort wohl wunderschöne altstadt bus bahn fuß ca 3040 min gut erreichbar einziger kritikpunkt schlafgelegenheit schlafsofa 2 personen sonderlich bequem
1647;199;4.72;"Perfekter Standort, super nette Gastgeberin, einfache und schnelle Abwicklung.
Einziger Negativpunkt: Unbequemes Bettsofa";perfekter standort super nette gastgeberin einfache schnelle abwicklung einziger negativpunkt unbequemes bettsofa
1648;199;4.72;Ruhige Lage in Zürich-Altstetten, sehr gut erreichbar mit Bahn, Bus und auch mit dem Pkw. Die Wohnung ist geschmackvoll eingerichtet. Besonders zu erwähnen ist die über das Wohnzimmer zu erreichende Terrasse.;ruhige lage zürichaltstetten gut erreichbar bahn bus pkw wohnung geschmackvoll eingerichtet besonders erwähnen wohnzimmer erreichende terrasse
1649;200;5.0;"Ruhiger Ort, sie können das Zwitschern der Vögel vor dem Fenster hören. Nähe Migros Takeaway und Denner. Öffentliche Verkehrsmittel sind ebenfalls in der Nähe. Die Wohnung hat alles was man braucht.
Balkon auf der Sonnenseite als schöne Ergänzung.
Manu beantwortet alle Fragen, die Sie haben könnten. Empfehlen !
Mehr anzeigen";ruhiger ort zwitschern vögel fenster hören nähe migros takeaway denner öffentliche verkehrsmittel ebenfalls nähe wohnung braucht balkon sonnenseite schöne ergänzung manu beantwortet fragen könnten empfehlen mehr anzeigen
1650;201;4.38;Vielen Dank für Alles!;vielen dank
1651;201;4.38;"Einfache Unterkunft
Gute Lage viele Resstaurants in der nähe
Betten sehr weich";einfache unterkunft gute lage viele resstaurants nähe betten weich
1652;201;4.38;Vielen Dank für Alles!;vielen dank
1653;201;4.38;Es war ein schöner und angenehmer Aufenthalt. Der Gastgeber war sehr reaktionsschnell und freundlich.;schöner angenehmer aufenthalt gastgeber reaktionsschnell freundlich
1654;201;4.38;Sehr saubere Wohnung. Der Besitzer war äußerst hilfsbereit, bot uns Ratschläge an, wenn wir ihn brauchten, und war immer da, um uns zu helfen. Dieser Herr hat sich bemüht, uns zu helfen, eine SIM-Karte zu bekommen, und auch eine angemessene Anleitung angeboten. 10/10.;saubere wohnung besitzer äußerst hilfsbereit bot ratschläge brauchten immer helfen herr bemüht helfen simkarte bekommen angemessene anleitung angeboten 1010
1655;201;4.38;Der beste Gastgeber.;beste gastgeber
1656;202;5.0;Wir hatten einen sehr schönen Aufenthalt bei Rozalina. Der Kontakt war zügig und unkompliziert. Die Wohnung super gelegen und ruhig. Gerne wieder!;schönen aufenthalt rozalina kontakt zügig unkompliziert wohnung super gelegen ruhig gerne
1657;204;4.68;Man bekommt das was versprochen wird;bekommt versprochen
1658;204;4.68;Ein wunderbarer Aufenthalt. Die Wohnung ist gross, hell und erstaunlich sauber. Host ist nett und ganz hilfreich. Tram und Bushaltestelle liegt in der Nähe. Sehr empfehlenswert und ich würde gerne nochmals kommen.;wunderbarer aufenthalt wohnung gross hell erstaunlich sauber host nett ganz hilfreich tram bushaltestelle liegt nähe empfehlenswert gerne nochmals kommen
1659;204;4.68;Schöne kleine Wohnung im 4. Stock, toller kleiner Balkon;schöne kleine wohnung 4 stock toller kleiner balkon
1660;204;4.68;Die Wohnung hat eine perfekte Lage und sie ist sehr gut ausgestattet. Die Kommunikation mit der Eigentümerschaft war ständig ausgezeichnet.;wohnung perfekte lage gut ausgestattet kommunikation eigentümerschaft ständig ausgezeichnet
1661;204;4.68;sauberere Wohnung & gute Lage vom Zürich Zentrum. Gerne wieder!;sauberere wohnung gute lage zürich zentrum gerne
1662;204;4.68;Man bekommt das was versprochen wird;bekommt versprochen
1663;204;4.68;Ein wunderbarer Aufenthalt. Die Wohnung ist gross, hell und erstaunlich sauber. Host ist nett und ganz hilfreich. Tram und Bushaltestelle liegt in der Nähe. Sehr empfehlenswert und ich würde gerne nochmals kommen.;wunderbarer aufenthalt wohnung gross hell erstaunlich sauber host nett ganz hilfreich tram bushaltestelle liegt nähe empfehlenswert gerne nochmals kommen
1664;204;4.68;Schöne kleine Wohnung im 4. Stock, toller kleiner Balkon;schöne kleine wohnung 4 stock toller kleiner balkon
1665;204;4.68;Ich habe jetzt viele Male an diesem Ort übernachtet und liebe es. Gute Lage, immer sehr sauber und sehr reaktionsschneller Gastgeber. Sehr zu empfehlen. Ruhige Lage und tolles Internet auch;viele male ort übernachtet liebe gute lage immer sauber reaktionsschneller gastgeber empfehlen ruhige lage tolles internet
1666;205;4.67;Jörg ist ein super Gastgeber. Hat uns immer schnell geantwortet und weitergeholfen. Die Lage der Wohnung ist hervorzuheben. Sehr zentral und durch die Sihlcity hat man alle Einkaufsmöglichkeiten direkt vor der Haustüre. Das Apartment entspricht den Bildern. Wir danken Jörg für den angenehmen Aufenthalt in Zürich!;jörg super gastgeber immer schnell geantwortet weitergeholfen lage wohnung hervorzuheben zentral sihlcity einkaufsmöglichkeiten direkt haustüre apartment entspricht bildern danken jörg angenehmen aufenthalt zürich
1667;205;4.67;"Jörgs Unterkunft war großartig gelegen und Restaurants und Touristenattraktionen waren zu Fuß erreichbar.

Er war während unseres gesamten Aufenthalts sehr freundlich und hilfsbereit mit Anweisungen.";jörgs unterkunft großartig gelegen restaurant touristenattraktionen fuß erreichbar gesamten aufenthalts freundlich hilfsbereit anweisungen
1668;205;4.67;die Wohnung war in Ordnung und gut positioniert, aber etwas veraltet;wohnung ordnung gut positioniert veraltet
1669;205;4.67;Lieber Antonio, vielen Dank für Ihr Feedback. Es tut uns leid, dass dir der gemütliche Vintage-Stil unserer Wohnung nicht gefallen hat. Nach unserem Wissen funktionieren alle Elektroinstallationen sowie die Wasserinstallationen gut. Die Küche ist mit modernem Herd, Backofen, Kühlschrank und einer Nespresso-Maschine ausgestattet. Natürlich ist es keine topmoderne, hochmoderne Wohnung, da sie auf den Bildern deutlich zu sehen ist. Es tut uns leid, dass es deinen Erwartungen nicht entsprechen konnte.;lieber antonio vielen dank feedback tut leid gemütliche vintagestil unserer wohnung gefallen wissen funktionieren elektroinstallationen sowie wasserinstallationen gut küche modernem herd backofen kühlschrank nespressomaschine ausgestattet natürlich topmoderne hochmoderne wohnung bildern deutlich sehen tut leid erwartungen entsprechen konnte
1670;205;4.67;Meine Frau und ich waren mehr als einen Monat in Jörgs Wohnung und waren sehr zufrieden mit dieser Wahl. Jörg war ein ausgezeichneter Gastgeber, der sicherstellte, dass wir während unseres Aufenthalts in der Wohnung alles hatten, was wir brauchten. Die Kommunikation war großartig mit schnellen Antworten auf alle Fragen, die wir während des Vorgangs hatten. Die Wohnung war perfekt gelegen und in gutem Zustand mit einer voll ausgestatteten Küche. Alles in allem empfehlen wir Jörg als deinen nächsten Gastgeber!;frau mehr monat jörgs wohnung zufrieden wahl jörg ausgezeichneter gastgeber sicherstellte aufenthalts wohnung brauchten kommunikation großartig schnellen antworten fragen vorgangs wohnung perfekt gelegen gutem zustand voll ausgestatteten küche empfehlen jörg nächsten gastgeber
1671;205;4.67;"Die Wohnung ist schön, praktisch und komfortabel.
Die Lage ist hervorragend, mit der Straßenbahnhaltestelle davor, sehr zentral und ruhig, in einer schönen Nachbarschaft.
Der Gastgeber ist sehr freundlich, reagiert schnell auf alle Bedürfnisse oder Fragen.
Kann ich nur empfehlen.";wohnung schön praktisch komfortabel lage hervorragend straßenbahnhaltestelle davor zentral ruhig schönen nachbarschaft gastgeber freundlich reagiert schnell bedürfnisse fragen empfehlen
1672;205;4.67;"Die Kommunikation mit Jörg ist hervorragend,
Er antwortet schnell, und bei jeder Frage gab er uns eine Lösung für jedes Problem und war sehr großzügig,
Die Wohnung befindet sich in einer ausgezeichneten Lage, direkt neben den Bahngleisen, aber nicht in einer zu lauten Lage
Eine geräumige und ausgestattete Wohnung,
herzlich empfohlen!
Kommunikation mit Jörg ist hervorragend,
Er war sehr reaktionsschnell und gab uns bei allen Fragen eine Lösung für jedes Problem und war sehr großzügig,
Die Wohnung befindet sich in bester Lage, direkt neben den Bahngleisen, aber nicht in zu lauter Lage
Geräumige und ausgestattete Wohnung,
sehr empfehlenswert!";kommunikation jörg hervorragend antwortet schnell frage gab lösung problem großzügig wohnung befindet ausgezeichneten lage direkt neben bahngleisen lauten lage geräumige ausgestattete wohnung herzlich empfohlen kommunikation jörg hervorragend reaktionsschnell gab fragen lösung problem großzügig wohnung befindet bester lage direkt neben bahngleisen lauter lage geräumige ausgestattete wohnung empfehlenswert
1673;205;4.67;Die Zusammenarbeit mit Jorg ist großartig, falls du Fragen hast. Er hat für unsere Familie alles gegeben. Dieser Ort ist alles, was du während deines Aufenthalts in Zürich brauchst, da sich die Lage an einem großartigen Ort für öffentliche Verkehrsmittel befindet und es direkt gegenüber des Einkaufszentrums liegt, das einen Lebensmittelladen im Inneren hat. Wir konnten vom Standort aus alles schnell erreichen.;zusammenarbeit jorg großartig fall fragen hast familie gegeben ort aufenthalts zürich brauchst lage großartigen ort öffentliche verkehrsmittel befindet direkt gegenüber einkaufszentrums liegt lebensmittelladen inneren konnten standort schnell erreichen
1674;206;4.87;Die Wohnung ist super schön und hat alles was man braucht. Auch die Lage ist top!;wohnung super schön braucht lage top
1675;206;4.87;Gute Lage, privater Parkplatz vor der Tür, sehr schön eingerichtet, gute und stabile Internetverbindung und auch sonst alles vorhanden. Leider im Winter trotz Heizung eher kalt.;gute lage privater parkplatz tür schön eingerichtet gute stabile internetverbindung vorhanden leider winter trotz heizung eher kalt
1676;207;5.0;"Super Wohnung, schön eingerichtet, von allen Kleinigkeiten wie Seife, Handtücher, Kaffeekapseln, Salz, Gewürze etc. etc, alles vorhanden, vom ÖV her super angebunden. Alles sehr sauber. Wenn wir mal wieder nach Zürich kommen, was sehr wahrscheinlich ist, wäre das die erste Adresse zum Anfragen. Wohnung passt auch gut für zwei Paare.
Mehr anzeigen";super wohnung schön eingerichtet kleinigkeiten seife handtücher kaffeekapseln salz gewürze etc etc vorhanden öv her super angebunden sauber mal zürich kommen wahrscheinlich wäre erste adresse anfragen wohnung passt gut zwei paare mehr anzeigen
1677;207;5.0;"Max war ein großartiger Gastgeber! Die Wohnung war sauber, komfortabel, geräumig und befindet sich in großartiger Lage, nur wenige Schritte vom Hauptbahnhof, der Limmat und vielen Hauptattraktionen entfernt! Mac hat uns sogar eine Flasche Wein und Kaffee hinterlassen:) Ich würde es absolut empfehlen!!
Mehr anzeigen";max großartiger gastgeber wohnung sauber komfortabel geräumig befindet großartiger lage wenige schritte hauptbahnhof limmat vielen hauptattraktionen entfernt mac sogar flasche wein kaffee hinterlassen absolut empfehlen mehr anzeigen
1678;207;5.0;Schöner Aufenthalt, max ist sehr reaktionsschnell, wenn es Probleme gibt. Tolle Lage für meine Familie!;schöner aufenthalt max reaktionsschnell probleme gibt tolle lage familie
1679;209;4.68;Super nette Leute - Laurie und ihr Sohn sind sehr sehr gastfreundlich und zuvorkommend.;super nette leute laurie sohn gastfreundlich zuvorkommend
1680;209;4.68;Alles bestens;bestens
1681;209;4.68;Gleichfalls, danke;gleichfalls danke
1682;209;4.68;Super nette Leute - Laurie und ihr Sohn sind sehr sehr gastfreundlich und zuvorkommend.;super nette leute laurie sohn gastfreundlich zuvorkommend
1683;211;4.88;Numa Craft war sehr sauber und günstig gelegen. Bushaltestellen waren ganz in der Nähe und es gab viele Bars und Restaurants in der Nähe. Ein Markt war gleich ums Eck. Der Ort riechte bei der Ankunft nach Zigarettenrauch, also wäre das das einzige Problem, das wir hatten, aber alles andere war großartig.;numa craft sauber günstig gelegen bushaltestellen ganz nähe gab viele bar restaurant nähe markt gleich ums eck ort riechte ankunft zigarettenrauch wäre einzige problem großartig
1684;211;4.88;Ich habe es geliebt, hier zu übernachten. Tolle Lage direkt im Herzen von Zürich. Wunderbare Restaurants auf derselben Straße, eine schöne Aussicht und nur ein nahtloser Prozess. Sehr zu empfehlen.;geliebt übernachten tolle lage direkt herzen zürich wunderbare restaurant straße schöne aussicht nahtloser prozess empfehlen
1685;211;4.88;Sehr sauber, bequeme Betten, problemloser Check-in, kostenlose Snacks und Getränke, 10 Gehminuten vom Bahnhof Zurich HB oder Wiedikon entfernt. Nur zu empfehlen. Weiter so!!!;sauber bequeme betten problemloser checkin kostenlose snack getränke 10 gehminuten bahnhof zurich hb wiedikon entfernt empfehlen
1686;211;4.88;Gute Lage, der einfachste Check-in/Check-out, den ich je hatte, komfortabel;gute lage einfachste checkincheckout je komfortabel
1687;211;4.88;Tolle Unterkunft, ich bin so froh, dass ich mich entschieden habe, diesen Aufenthalt zu buchen. So sehr sauber, die Lage ist wunderbar (so viele Dinge zu Fuß erreichbar), der Gastgeber reagiert sehr schnell. Waschküche verfügbar (zusätzliche Gebühr). Außerdem haben sie mich mit so vielen Snacks, Kaffee und Getränken empfangen. Ich bin der Kühlschrank (sogar Bier!). Ich komme wieder.;tolle unterkunft froh entschieden aufenthalt buchen sauber lage wunderbar viele dinge fuß erreichbar gastgeber reagiert schnell waschküche verfügbar zusätzliche gebühr außerdem vielen snack kaffee getränken empfangen kühlschrank sogar bier komme
1688;211;4.88;Numa Craft war sehr sauber und günstig gelegen. Bushaltestellen waren ganz in der Nähe und es gab viele Bars und Restaurants in der Nähe. Ein Markt war gleich ums Eck. Der Ort riechte bei der Ankunft nach Zigarettenrauch, also wäre das das einzige Problem, das wir hatten, aber alles andere war großartig.;numa craft sauber günstig gelegen bushaltestellen ganz nähe gab viele bar restaurant nähe markt gleich ums eck ort riechte ankunft zigarettenrauch wäre einzige problem großartig
1689;211;4.88;Ich habe es geliebt, hier zu übernachten. Tolle Lage direkt im Herzen von Zürich. Wunderbare Restaurants auf derselben Straße, eine schöne Aussicht und nur ein nahtloser Prozess. Sehr zu empfehlen.;geliebt übernachten tolle lage direkt herzen zürich wunderbare restaurant straße schöne aussicht nahtloser prozess empfehlen
1690;211;4.88;Sehr sauber, bequeme Betten, problemloser Check-in, kostenlose Snacks und Getränke, 10 Gehminuten vom Bahnhof Zurich HB oder Wiedikon entfernt. Nur zu empfehlen. Weiter so!!!;sauber bequeme betten problemloser checkin kostenlose snack getränke 10 gehminuten bahnhof zurich hb wiedikon entfernt empfehlen
1691;211;4.88;"Sehr gut und sehr entgegenkommendes Personal.
Schönes Zimmer";gut entgegenkommendes personal schönes zimmer
1692;212;5.0;Perfekt für ein Wochenende in Zürich! Die Ausstattung der Wohnung ist sehr modern. Der große Fernseher ist super. Es ist sehr ruhig. Die Straßenbahnhaltestelle ist gleich vor der Tür, ein Supermarkt direkt an der Ecke. Man kann aber auch ins Zentrum laufen.;perfekt wochenende zürich ausstattung wohnung modern große fernseher super ruhig straßenbahnhaltestelle gleich tür supermarkt direkt ecke zentrum laufen
1693;212;5.0;Schönes Studio, gute Lage und sehr sauber. Gerne wieder einmal!;schönes studio gute lage sauber gerne
1694;213;4.82;Tolle Lage, sehr gepflegte und moderne Wohnung. Absolut empfehlenswert!;tolle lage gepflegte moderne wohnung absolut empfehlenswert
1695;213;4.82;Tolle Wohnung, wir kommen gerne wieder. Sympathischer Vermieter, wirklich alles bestens.;tolle wohnung kommen gerne sympathischer vermieter wirklich bestens
1696;213;4.82;Sehr schönes Appartement- prima ausgestattet alles vorhanden.;schönes appartement prima ausgestattet vorhanden
1697;213;4.82;Einfach Super 👍;einfach super
1698;213;4.82;Es war genau so toll wie der Beschrieb und die Fotos vermuten lassen. Wir kommen gerne wieder.;genau toll beschrieb fotos vermuten lassen kommen gerne
1699;214;4.94;Ein wunderschöner Aufenthalt! Die Lage ist Top! Kathrin ist ein ganz lieber Mensch und die Kommunikation klappte super! Die Wohnung ist wunderschön und sehr sauber! Vielen Dank! Wir kommen gerne wieder.;wunderschöner aufenthalt lage top kathrin ganz lieber mensch kommunikation klappte super wohnung wunderschön sauber vielen dank kommen gerne
1700;214;4.94;Eine sehr schöne und gemütliche Wohnung für zwei Personen.;schöne gemütliche wohnung zwei personen
1701;214;4.94;Sehr schöne, saubere Wohnung liebevoll eingerichtet, Kathrin ist sehr nett und es hat alles geklappt. Super und schnelle Kommunikation. Einfach großartig !;schöne saubere wohnung liebevoll eingerichtet kathrin nett geklappt super schnelle kommunikation einfach großartig
1702;214;4.94;Super Wohnung, wir haben uns sehr wohlgefühlt!;super wohnung wohlgefühlt
1703;214;4.94;Der Aufenthalt war super und die Gastgeber toll mit Empfang von frischen Blumen in der Wohnung. Mit dem Bus 31 ist man sehr schnell im Zentrum von Zürich. Somit von der Lage ruhig aber rasch am Puls der Großstadt.;aufenthalt super gastgeber toll empfang frischen blumen wohnung bus 31 schnell zentrum zürich somit lage ruhig rasch pul großstadt
1704;214;4.94;Alles super, sehr sauber, sehr moderne Ausstattung, ruhige Umgebung und einen kleinen Tisch im grünen zum draussen sitzen :-);super sauber moderne ausstattung ruhige umgebung kleinen tisch grünen draussen sitzen
1705;214;4.94;Ein wunderschöner Aufenthalt! Die Lage ist Top! Kathrin ist ein ganz lieber Mensch und die Kommunikation klappte super! Die Wohnung ist wunderschön und sehr sauber! Vielen Dank! Wir kommen gerne wieder.;wunderschöner aufenthalt lage top kathrin ganz lieber mensch kommunikation klappte super wohnung wunderschön sauber vielen dank kommen gerne
1706;214;4.94;Eine sehr schöne und gemütliche Wohnung für zwei Personen.;schöne gemütliche wohnung zwei personen
1707;214;4.94;Sehr schöne, saubere Wohnung liebevoll eingerichtet, Kathrin ist sehr nett und es hat alles geklappt. Super und schnelle Kommunikation. Einfach großartig !;schöne saubere wohnung liebevoll eingerichtet kathrin nett geklappt super schnelle kommunikation einfach großartig
1708;214;4.94;Super Wohnung, wir haben uns sehr wohlgefühlt!;super wohnung wohlgefühlt
